Gene,GAs1,GAs2,GAs3,GC1,GC2,GC3,UAs1,UAs2,UAs3,UC1,UC2,UC3
Solyc12g017670.3,0,0,0,0,0,0,0,0,0,0,0,0
Solyc11g017460.3,942,924,852,1005,1081,1596,879,504,872,1289,860,1231
Solyc08g015785.1,0,4,0,0,0,0,0,0,0,0,0,0
Solyc09g082620.3,0,0,0,0,0,0,29,25,34,48,14,23
Solyc11g010460.3,27,243,207,9,11,39,389,195,175,135,28,77
Solyc01g028830.3,3217,5075,3236,2903,3766,4300,2005,804,1756,1436,1626,1736
Solyc02g064640.4,1234,1656,939,1447,1299,1268,2838,2461,2519,1220,1229,1523
Solyc09g082370.4,257,283,247,165,201,546,1044,380,678,763,224,444
Solyc04g076155.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc05g039910.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc12g010790.2,2380,3453,2383,2810,2648,2587,1367,873,1355,1205,1423,1292
Solyc03g096120.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc06g048813.1,11,20,15,14,0,15,2,0,8,8,4,4
Solyc03g117090.3,1137,1355,821,1205,1505,1453,546,353,529,493,697,520
Solyc09g010560.3,1708,1827,1344,2008,1881,1931,725,612,717,1176,927,1552
Solyc10g046830.2,0,0,0,0,0,0,0,0,0,0,0,0
Solyc03g121060.4,976,1242,1122,274,619,865,526,369,634,416,232,301
Solyc06g075720.3,0,0,0,0,0,0,0,0,0,0,0,0
Solyc03g036477.2,0,0,0,0,0,0,0,0,0,0,0,0
Solyc06g150122.1,1,0,0,0,1,5,8,7,6,4,0,4
Solyc11g006500.2,3774,5485,4396,4482,3824,2616,963,622,1015,1105,2121,1837
Solyc06g035540.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc10g078460.2,0,0,0,0,0,0,0,0,0,0,0,0
Solyc04g024520.3,1738,1716,1432,1457,1747,2157,1493,801,1138,1218,852,1198
Solyc09g082740.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc08g006510.3,2514,3318,1954,2591,3256,2162,1761,1225,2265,1567,1620,1587
Solyc01g096060.4,2449,2440,1309,2011,2209,2203,1532,986,1290,1199,1301,1325
Solyc02g068970.2,0,0,0,0,1,0,0,0,0,0,0,0
Solyc09g082130.4,237,356,291,306,336,539,422,294,490,455,233,389
Solyc10g082060.1,0,0,0,0,0,0,33,14,29,60,74,6
Solyc03g117100.3,9,35,17,52,7,23,181,130,130,89,23,82
Solyc09g010810.3,18,64,79,38,0,79,449,309,364,287,82,256
Solyc11g050760.2,0,0,0,0,0,0,0,0,0,0,0,0
Solyc05g024120.3,0,0,0,0,0,0,0,0,0,0,0,0
Solyc11g006130.2,223,254,210,180,171,258,215,148,176,250,153,199
Solyc12g017790.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc11g006740.3,0,0,0,0,0,0,0,0,0,0,0,0
Solyc12g049310.2,1074,1465,955,1378,1621,1405,453,317,564,586,905,685
Solyc01g009070.3,1449,914,480,999,1328,1625,1019,382,950,706,863,891
Solyc02g032760.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc09g057500.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc11g006620.3,2475,3490,2049,2601,2631,2954,1268,904,1329,1532,1855,1770
Solyc11g010950.2,1190,1201,770,1128,1307,1184,278,198,273,298,479,324
Solyc09g097920.3,315,384,216,288,317,330,252,206,399,366,233,333
Solyc08g078560.3,845,1095,381,491,642,681,720,409,341,245,276,329
Solyc09g055713.1,0,1,0,0,0,0,0,0,0,0,0,0
Solyc06g071380.3,427,393,235,471,769,645,114,59,154,114,285,216
Solyc10g006040.1,473,666,505,213,224,278,1737,1409,1212,633,505,1022
Solyc12g042430.2,314,707,514,355,512,912,394,340,427,255,136,312
Solyc09g082250.3,0,0,0,0,0,14,9,0,0,1,1,0
Solyc11g010220.2,86,105,95,71,49,101,37,17,11,11,8,12
Solyc09g042200.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc11g017100.1,0,0,0,0,1,0,0,0,0,0,0,0
Solyc01g017370.2,0,0,0,0,0,0,0,0,0,0,0,0
Solyc09g010680.3,1287,543,590,248,400,713,1129,281,865,907,592,556
Solyc11g051015.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc03g007970.2,40,68,52,44,95,114,69,74,58,65,34,70
Solyc10g006160.1,4,3,4,6,6,5,0,0,0,4,0,0
Solyc11g050880.2,0,0,0,0,0,0,0,0,0,0,0,0
Solyc06g071260.4,621,839,428,487,849,688,299,296,298,193,348,245
Solyc12g019973.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc12g094435.1,8,5,1,7,4,5,0,2,10,1,4,0
Solyc07g006540.3,6717,6913,3969,6261,7472,8799,2107,1501,2326,3461,2887,4201
Solyc09g082860.3,1132,1585,835,858,1105,1863,1816,1992,2691,2061,1553,2508
Solyc10g078340.2,936,1286,672,521,644,901,3095,1703,2196,1318,392,796
Solyc01g009200.4,32,15,39,11,5,126,242,139,115,248,72,65
Solyc12g089240.2,12,27,28,0,14,25,7,11,9,13,17,13
Solyc10g006770.4,1220,1118,713,922,1267,1318,1111,806,1435,1443,941,1195
Solyc12g049430.1,0,0,0,0,0,0,0,0,0,0,5,1
Solyc02g021670.2,0,0,0,10,0,0,6,0,0,0,0,2
Solyc11g006010.3,286,213,161,97,120,69,52,28,80,28,39,44
Solyc10g050920.2,154,124,49,42,42,81,41,44,21,62,39,32
Solyc12g056678.1,6,0,6,1,4,0,0,0,0,12,22,4
Solyc09g010070.1,81,129,40,54,76,48,6,9,6,1,3,9
Solyc04g064940.3,174,434,198,122,144,142,642,314,451,372,226,359
Solyc06g048683.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc12g017800.3,0,0,0,0,0,0,0,0,0,0,0,0
Solyc12g010920.2,0,0,8,0,8,15,6,0,0,4,6,0
Solyc12g042550.2,20,19,9,31,26,28,71,53,39,40,12,12
Solyc11g010340.2,10,14,0,6,50,225,66,18,24,22,26,14
Solyc11g017220.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc08g082280.4,12594,25888,16233,13112,12966,9641,6272,4660,8045,11243,21974,20935
Solyc09g089740.3,55,113,97,10,8,52,93,99,232,274,127,251
Solyc03g121550.3,42,41,39,34,56,55,14,38,63,41,22,31
Solyc07g150118.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc01g009190.3,1,11,0,22,6,34,0,1,0,1,0,5
Solyc01g096180.4,2392,2802,1581,2645,2918,2736,1529,688,1011,907,1188,1031
Solyc03g096610.2,7,9,6,18,1,9,0,1,4,5,0,0
Solyc08g078680.4,19,30,0,16,27,128,45,57,53,72,11,17
Solyc10g051165.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc12g049550.2,33,126,70,80,75,113,378,241,109,204,171,287
Solyc00g125980.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc04g007940.4,0,0,0,0,0,4,10,0,12,0,0,1
Solyc08g082890.3,19,27,4,5,1,37,0,17,10,15,9,21
Solyc08g063020.1,0,0,6,6,0,0,0,0,0,2,0,0
Solyc12g010180.2,1872,2241,1371,1869,2108,2317,1176,930,953,1006,923,897
Solyc03g083870.4,0,0,0,0,0,0,0,0,0,0,0,0
Solyc12g042790.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc00g500075.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc01g068520.1,4,0,0,1,0,0,0,0,0,0,0,1
Solyc02g079570.4,1552,2526,4644,2847,2200,1848,544,272,510,760,737,981
Solyc06g066857.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc07g054900.2,16,138,134,107,61,197,1371,302,600,334,157,162
Solyc08g083385.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc10g050310.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc05g016060.4,1524,4305,3118,1162,775,752,175,57,327,310,890,629
Solyc07g006660.1,0,0,0,0,0,0,0,17,8,6,10,6
Solyc01g110410.3,6817,6991,4278,6380,6663,6765,4822,2580,4607,5579,7049,6122
Solyc08g082900.4,325,322,130,355,402,469,672,276,448,374,263,464
Solyc10g078830.2,2164,3006,1880,2470,2755,2679,1976,1160,1473,1595,2053,1864
Solyc08g006750.4,18,230,373,44,4,5,53,18,46,39,78,35
Solyc03g121670.4,1399,2227,1182,1238,1622,1581,1313,981,988,788,1093,1179
Solyc01g096430.4,1102,2423,2834,1031,1100,1643,658,417,538,626,946,1035
Solyc07g014590.4,3010,3160,3546,3685,3351,3388,1429,1174,1505,1629,1082,1637
Solyc11g009040.3,36,22,25,1,6,0,30,0,7,8,5,6
Solyc02g021550.3,1506,2364,1170,1452,1763,1801,1210,697,890,874,948,1056
Solyc10g078710.1,655,1149,660,531,584,705,533,432,415,331,623,533
Solyc11g042710.3,48,79,33,33,78,45,0,5,0,0,2,12
Solyc01g058673.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc12g009130.3,0,0,4,0,0,0,1,0,4,0,0,0
Solyc02g068610.2,12,30,0,2,18,136,53,48,56,158,12,55
Solyc02g079450.1,0,0,4,0,0,0,0,0,0,0,0,0
Solyc03g020090.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc05g024000.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc10g050430.1,799,823,933,256,324,257,425,327,634,202,264,219
Solyc11g010100.2,1655,3925,2822,2215,1975,1706,798,466,880,1051,1310,928
Solyc05g018870.3,0,0,12,1,0,1,0,0,0,1,0,0
Solyc05g007910.3,1005,1083,882,893,962,1407,1273,1022,818,700,265,387
Solyc07g063050.1,3039,2843,1822,2246,3056,2859,1565,1064,1754,1776,1756,1972
Solyc08g006990.3,717,361,144,203,216,320,179,219,300,760,366,370
Solyc12g049670.2,0,0,0,0,0,0,0,0,0,0,0,0
Solyc03g121790.2,98,137,47,97,94,115,13,22,0,10,4,13
Solyc12g089000.2,1076,1481,701,1212,1380,1445,318,146,378,564,901,696
Solyc08g006630.3,40,88,72,62,76,39,66,74,55,56,53,28
Solyc02g068850.1,6,12,5,1,0,0,0,0,2,0,18,1
Solyc05g016180.3,332,307,178,587,485,527,145,31,125,127,120,132
Solyc07g014600.2,127,195,107,248,164,264,141,92,190,87,13,76
Solyc06g035910.1,2,0,0,0,0,0,0,0,0,0,0,0
Solyc09g089620.1,0,0,0,0,0,0,0,0,0,2,0,0
Solyc08g082770.3,0,1,1,5,0,1,0,2,0,0,1,0
Solyc12g017920.3,913,1018,567,669,692,844,598,287,372,423,419,494
Solyc03g060520.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc04g039690.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc12g057120.3,2071,1844,1277,1952,2093,2604,1323,1019,1180,1501,2101,1956
Solyc08g014560.3,0,0,0,0,0,4,0,0,0,0,0,0
Solyc12g009010.2,43,72,41,77,40,65,5,0,4,6,25,18
Solyc10g006650.3,1984,3041,1908,3043,2945,2874,2142,1287,2184,2436,3319,3317
Solyc07g006780.3,3395,3119,2118,2899,3653,4002,1533,794,1361,1420,1347,1733
Solyc07g054890.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc12g010060.2,32030,39089,31316,34138,37069,45626,34002,19832,30641,22270,35500,27659
Solyc10g086390.2,88,116,97,117,119,25,531,385,418,274,330,656
Solyc09g010190.3,1784,2300,1231,1750,1876,2337,1283,874,1007,1020,982,992
Solyc01g068640.3,1881,2279,995,1950,2149,1606,640,512,579,747,876,842
Solyc08g078810.1,65,70,45,49,85,30,13,32,51,86,41,97
Solyc02g021430.1,580,1182,851,538,617,1124,2191,2147,2012,1123,424,1136
Solyc03g083990.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc04g039700.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc09g010200.4,0,0,0,0,0,0,0,0,0,1,0,6
Solyc06g007990.4,1049,1549,1041,1352,1288,1625,2916,1962,2408,1060,1411,1735
Solyc04g064450.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc04g150164.1,3,86,191,20,30,145,608,134,352,168,80,163
Solyc01g096670.4,546,426,452,502,710,586,615,577,757,1297,532,772
Solyc07g006910.4,201,349,255,386,311,476,636,425,489,507,124,272
Solyc03g096360.4,19327,21562,10158,13934,16508,15155,26573,16535,12505,9343,10695,9815
Solyc02g079330.3,1628,2802,1668,1971,2051,845,82,15,35,179,222,138
Solyc09g089490.4,0,0,1,0,0,27,0,1,5,0,0,3
Solyc02g064760.3,0,1,0,1,0,17,10,0,4,2,2,0
Solyc05g016310.1,473,866,811,438,244,190,14,10,28,68,149,161
Solyc12g009370.3,0,0,0,0,0,0,0,0,0,0,0,0
Solyc09g089500.3,0,0,0,0,0,0,0,0,0,0,0,0
Solyc10g038040.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc11g042950.1,8817,9509,8367,11430,11249,14707,14743,8772,11227,5838,4112,6152
Solyc08g042110.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc07g063170.1,253,293,62,96,224,101,187,83,158,82,185,144
Solyc10g055375.1,349,299,292,406,427,498,139,72,106,157,158,196
Solyc02g072450.4,5991,13661,7298,9394,5958,3504,1285,1047,1155,2012,2979,2802
Solyc02g086458.1,12199,8270,7610,1587,2057,1573,3111,3143,3599,2572,5270,7410
Solyc03g020100.2,0,0,0,0,0,0,0,0,0,0,0,0
Solyc05g011870.1,0,0,0,0,0,0,0,0,1,0,0,0
Solyc11g006250.2,19,38,31,0,8,158,12846,8274,5932,14808,252,3733
Solyc05g016430.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc08g078930.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc02g021180.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc10g078580.1,2282,6681,4802,2379,1320,638,12273,9421,5992,8488,4470,7358
Solyc01g110160.4,1211,1720,1213,1061,1169,1304,7186,5185,4029,1511,852,1819
Solyc10g006530.4,2931,4176,4047,3265,2972,3792,6598,5764,6044,2310,1743,3828
Solyc04g011780.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc05g018750.4,1182,1067,675,1077,1248,1263,471,239,298,621,504,588
Solyc08g082530.4,4698,4650,3237,4059,4455,5246,6236,5673,4003,3053,1942,3454
Solyc08g065580.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc10g050550.3,6,6,0,28,0,29,0,0,0,18,1,0
Solyc03g121800.4,1794,3000,1217,1791,2072,1675,1497,1144,1114,981,985,1000
Solyc10g086270.2,30,354,20,373,374,167,346,141,284,110,130,136
Solyc04g011910.3,38,9,36,14,78,146,65,10,19,67,42,46
Solyc10g006410.3,1147,1404,998,1119,1283,1553,595,511,746,881,895,1012
Solyc12g009250.3,17756,18261,12316,18143,18369,18238,24661,18716,15356,9292,8554,10108
Solyc10g086150.2,32868,33275,19741,22268,22328,29717,49578,37805,23068,8730,5653,9813
Solyc02g069585.1,2591,4497,2237,2682,3497,3418,3161,1894,2403,2197,2546,2370
Solyc12g042920.2,9846,12025,7338,8963,9322,8436,15909,11142,14155,12651,12466,15636
Solyc05g150134.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc02g064880.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc03g113010.3,1987,2381,2284,1930,2081,2494,2101,1564,1894,1511,767,1420
Solyc06g083890.4,1479,1387,1026,1334,1499,1564,1146,936,1275,693,514,865
Solyc08g014440.4,375,303,149,342,370,467,1099,739,1134,684,1403,1502
Solyc09g057860.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc01g096550.3,1085,1105,390,542,790,631,500,197,280,253,274,233
Solyc01g110280.3,1028,1639,1001,1114,993,1245,1646,1803,1970,2180,1212,2436
Solyc07g063300.3,1131,1352,858,674,1067,1071,744,451,796,809,777,824
Solyc02g055537.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc05g018630.1,253,479,290,290,313,302,260,239,234,390,157,431
Solyc03g121920.3,1746,1343,1350,1162,1246,1906,827,514,916,831,621,707
Solyc09g015145.1,3,6,8,0,2,0,0,2,2,7,41,4
Solyc02g079210.3,2881,2041,814,1425,2038,2216,1304,930,730,722,803,803
Solyc09g082500.4,800,945,480,907,1041,1166,1788,1065,1061,2083,753,1393
Solyc02g068730.3,2646,2198,1215,1912,2118,2426,1255,860,771,465,582,569
Solyc09g014280.1,1108,4581,4744,771,2114,3547,519,310,449,604,403,635
Solyc08g082650.2,19,18,26,20,0,1,18,40,27,48,0,36
Solyc01g013890.3,0,1,0,0,2,0,0,0,0,1,1,0
Solyc07g063290.3,165,183,168,117,172,198,108,133,112,113,107,94
Solyc01g108880.4,98,183,231,138,258,630,480,160,257,102,187,156
Solyc04g064570.3,2116,2738,1454,1774,2265,2076,1276,740,1243,994,1401,1385
Solyc09g010320.3,355,361,324,281,407,487,270,203,256,204,109,234
Solyc04g039820.3,0,0,0,0,0,0,0,0,0,0,0,0
Solyc01g017740.2,0,0,0,0,0,0,0,0,0,0,0,0
Solyc02g072330.3,37,35,33,4,70,7,5,3,10,8,0,18
Solyc11g006370.2,2322,3466,2171,2239,2841,3068,1251,843,1023,1292,1480,1570
Solyc05g043380.1,0,5,0,0,0,0,0,0,0,0,0,0
Solyc08g006870.4,1414,1556,1093,1924,2071,2403,1387,738,893,1003,735,906
Solyc00g230060.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc10g086030.2,193,130,227,64,184,491,692,524,713,912,499,599
Solyc01g088275.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc05g007540.3,0,0,0,0,0,0,0,0,0,0,0,0
Solyc09g074680.3,2322,3330,1738,2439,3060,2615,1535,1145,1550,2007,2345,2169
Solyc03g007240.3,2285,4070,1995,1988,3031,4294,6338,4092,5352,5209,3212,3283
Solyc04g072435.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc01g108640.1,92,45,50,46,51,122,48,31,39,32,37,31
Solyc06g007630.1,1049,1533,850,1065,1246,1226,1090,752,964,836,871,851
Solyc06g054190.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc12g070090.1,174,115,62,216,213,88,15,1,31,13,96,61
Solyc12g013830.2,110,72,50,14,14,48,25,34,47,5,166,77
Solyc04g007330.3,21,23,26,4,22,52,64,2,12,7,0,6
Solyc04g016460.3,251,344,134,220,269,353,45,31,87,116,252,170
Solyc06g054200.3,0,0,0,0,0,0,0,0,0,0,0,0
Solyc09g065550.4,2755,4592,2807,2534,3638,5082,4159,2411,5137,5843,6091,5958
Solyc06g063330.3,1711,2116,835,1549,2304,1914,525,232,374,541,473,414
Solyc09g014160.3,82,46,99,12,61,249,690,307,631,523,123,216
Solyc06g083770.4,1657,1965,1095,1458,1637,1558,1978,1532,1520,1227,1143,1571
Solyc04g007450.4,1168,1004,514,944,964,1304,438,328,375,411,372,394
Solyc03g083380.4,0,0,0,0,0,0,0,0,0,8,0,0
Solyc07g054280.1,0,42,52,24,8,35,1790,309,571,349,102,121
Solyc09g065430.4,4,26,47,15,6,6,13,30,4,0,2,32
Solyc09g074560.3,9228,13423,5033,10763,11383,14611,1180,745,934,1293,1066,1123
Solyc03g119780.4,3822,3247,2300,2699,3380,3724,3358,1961,3736,3322,2534,3208
Solyc04g047870.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc04g014578.2,1,8,1,58,0,0,0,1,6,0,2,0
Solyc12g070100.2,3489,3516,2020,2933,3424,3735,1408,973,1362,2031,2464,2501
Solyc01g009930.3,1046,2174,1203,909,462,518,14,0,33,329,653,666
Solyc03g113250.4,1077,818,512,141,658,1025,297,279,135,261,52,189
Solyc01g088395.1,10,8,7,0,0,6,7,0,8,12,9,9
Solyc01g096920.3,2707,2408,961,1370,1980,2056,739,509,476,598,737,600
Solyc02g072210.1,15,73,76,12,38,33,13,18,14,18,23,8
Solyc07g054410.1,7,8,13,8,4,21,21,5,29,13,1,8
Solyc06g054320.1,68,203,61,92,211,346,987,803,743,433,164,277
Solyc06g007510.3,26226,36388,25125,30024,37117,37519,18927,10271,22160,22452,32558,26103
Solyc08g074600.4,732,767,518,517,485,671,256,184,214,281,210,226
Solyc06g043110.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc09g025250.4,2675,4161,1972,2351,2936,2531,2858,1622,1621,1581,2053,1696
Solyc12g097050.2,2,0,4,2,0,3,0,1,10,0,0,0
Solyc08g014190.4,54,384,404,89,90,345,2736,634,1125,402,458,564
Solyc03g119660.2,24,112,109,52,98,26,0,0,6,30,61,63
Solyc05g007660.2,2107,3013,2001,2421,2720,2524,1420,1000,1514,1597,2406,2095
Solyc01g108760.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc10g054760.1,0,0,0,0,0,0,0,0,0,0,0,3
Solyc06g063210.3,1617,4250,2715,2754,1939,1505,70,46,101,511,1419,899
Solyc03g113130.3,0,16,5,0,0,0,20,14,29,14,6,5
Solyc12g013710.2,131,148,209,112,95,263,2616,991,360,319,30,259
Solyc02g092310.4,2500,2513,1952,2767,2853,3672,3099,1827,2426,1469,1209,1676
Solyc07g032395.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc03g007480.3,3571,9219,8928,3790,2310,2070,942,482,743,840,1084,917
Solyc06g083650.3,2046,2355,2584,3116,3246,5513,293,78,93,185,30,184
Solyc07g054160.3,2142,3451,2003,2619,2811,2573,1069,620,1351,1346,2064,1646
Solyc06g007870.3,876,746,420,842,817,941,454,205,434,510,597,608
Solyc02g079080.2,0,0,0,0,0,0,0,0,0,0,0,0
Solyc03g007120.3,1577,2009,1122,1695,2028,2563,880,660,1029,1564,1535,1671
Solyc03g083260.1,66,44,14,16,24,45,15,20,9,9,16,15
Solyc09g074440.3,0,0,0,0,0,0,0,0,0,0,0,0
Solyc02g032667.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc01g108390.3,654,1207,1227,218,390,471,2913,1460,1744,557,463,603
Solyc08g074590.2,2061,2297,1416,2004,2136,2603,1363,680,987,1026,1195,1159
Solyc11g070130.2,5303,7526,4534,5716,6768,6006,2800,1655,3058,3022,5119,3972
Solyc03g112780.1,72,184,95,38,57,37,14,14,17,26,18,5
Solyc04g056640.1,82,166,148,78,51,436,320,195,267,246,73,131
Solyc01g068297.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc06g083410.4,234,433,196,310,314,539,513,294,516,721,447,560
Solyc02g076780.3,582,588,406,640,583,908,598,472,580,700,358,556
Solyc10g049500.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc04g016220.4,4657,6752,5041,4886,5523,13339,6742,4156,5275,4676,2354,5333
Solyc02g084036.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc03g119540.3,1486,1538,516,825,731,321,11442,8764,6342,3921,2329,5886
Solyc03g113490.3,368,516,538,236,284,221,232,174,214,600,326,485
Solyc07g054650.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc09g065800.4,0,0,0,0,0,0,0,8,14,2,26,47
Solyc02g088735.1,32,14,27,21,18,25,33,8,24,19,10,33
Solyc09g009731.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc07g032155.1,536,745,457,156,341,412,189,204,263,337,149,352
Solyc05g011990.4,2259,1837,635,793,1248,1246,739,430,418,369,500,509
Solyc10g045777.1,0,0,0,0,0,0,0,0,0,0,0,8
Solyc07g054040.3,0,0,0,0,0,0,0,0,0,0,0,0
Solyc03g083020.3,1420,1758,899,1241,1353,1262,1528,1203,912,737,730,774
Solyc10g054880.3,2225,2667,1845,2014,2452,3639,2488,1652,2037,1975,1667,1489
Solyc08g065710.2,0,0,5,0,0,0,0,0,0,0,0,0
Solyc06g075110.3,2123,2747,1738,2536,2106,3023,1541,1090,1873,1723,1488,1631
Solyc02g092060.1,0,1,0,0,0,0,0,0,4,0,0,0
Solyc05g007170.3,0,1,1,0,0,8,22,9,29,7,3,10
Solyc09g065790.2,0,0,0,0,0,0,0,0,0,0,0,0
Solyc00g500205.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc08g074840.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc01g056250.2,0,0,0,0,0,0,0,0,0,0,0,0
Solyc01g108400.3,995,1393,1460,773,903,1472,2863,1853,2870,2510,1295,2024
Solyc06g083530.3,2035,4279,2085,2395,2921,2900,2440,1370,2078,2483,1737,1914
Solyc12g057000.1,62,100,98,21,82,94,448,175,337,144,165,177
Solyc02g072080.1,2879,4069,3919,3082,2663,2916,1649,1158,1768,1702,1532,1884
Solyc01g096790.4,68,55,63,38,99,86,24,1,20,15,42,15
Solyc03g119420.3,1731,3035,1741,2094,2087,1738,1214,881,1026,1011,1535,1214
Solyc10g074980.2,11023,14813,8982,8023,11377,10853,6471,4684,5609,7285,8268,9562
Solyc01g109110.3,4131,10443,12137,5764,3435,2010,171,98,273,902,1695,1532
Solyc07g043485.1,0,0,0,0,0,1,0,0,0,0,0,0
Solyc04g007210.3,1306,2012,1438,1258,1345,1273,457,195,305,213,277,438
Solyc06g054070.3,119,103,60,100,114,73,156,108,349,78,76,110
Solyc01g009810.3,1045,3252,2258,1119,991,756,145,18,44,887,3193,2177
Solyc03g113370.3,1539,2182,1159,1289,1681,1376,274,160,287,345,573,400
Solyc05g047590.4,581,444,227,553,434,448,734,512,627,1635,1353,2133
Solyc03g083140.3,2726,3010,2023,2271,2831,3162,1087,757,1077,1041,2166,2029
Solyc12g013950.2,1202,1346,891,863,1062,1185,278,330,573,698,678,781
Solyc08g065830.4,75,86,95,24,45,21,23,26,18,64,7,24
Solyc02g092180.1,16,6,1,1,10,36,12,0,0,7,1,19
Solyc03g112660.3,4556,4205,2204,3259,4666,5205,2696,1922,2478,4000,2606,3352
Solyc04g007820.3,25,257,371,117,92,249,2517,694,1739,634,690,729
Solyc02g076660.3,1710,1796,457,1674,1749,1324,686,246,514,613,432,671
Solyc05g007050.4,2112,3362,2488,2835,3242,3606,1026,492,1027,1230,1478,1274
Solyc07g054770.1,41,70,34,34,5,116,61,49,101,138,146,147
Solyc09g065670.3,62,16,32,5,60,56,42,12,35,42,24,33
Solyc03g007360.3,1424,647,510,363,922,1300,264,56,254,291,291,251
Solyc00g500195.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc12g040642.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc01g056370.3,0,0,0,0,0,0,0,0,0,0,0,0
Solyc04g047750.3,1622,1543,1104,1520,1636,1696,567,345,406,566,622,578
Solyc05g007780.3,5305,7708,6558,6428,5816,7636,12445,9793,10122,5119,2635,6563
Solyc01g096800.3,1200,1194,475,555,825,1038,529,207,263,205,283,344
Solyc01g102350.3,1896,3787,3703,1649,1748,2788,2847,1734,2116,4210,2023,2784
Solyc06g063080.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc11g069910.2,2223,2362,1448,2451,2860,3145,2347,1437,2027,1873,1624,1738
Solyc01g109230.3,109,134,192,64,252,875,703,188,236,496,182,250
Solyc01g108520.2,2,10,7,8,0,0,0,0,0,0,1,0
Solyc05g047600.4,57,24,171,16,20,97,497,227,184,138,38,64
Solyc10g049620.2,3517,4730,2628,3711,3448,2848,4541,3286,4604,4156,4366,4872
Solyc05g018657.1,180,218,184,377,262,491,174,51,130,172,108,101
Solyc08g074720.2,0,0,0,0,6,0,0,0,0,0,1,0
Solyc10g006890.4,1535,1726,1128,1137,1641,2487,1097,769,1233,1444,986,1305
Solyc02g014115.1,1742,1619,883,1058,1558,2118,797,604,955,1190,873,1125
Solyc05g018417.1,175,253,398,356,276,518,181,299,385,212,75,156
Solyc10g049250.3,0,0,0,0,0,0,0,0,0,0,0,0
Solyc01g108030.4,1047,1057,721,878,1283,1615,469,285,362,458,691,600
Solyc06g075350.3,587,538,385,704,798,872,117,63,131,68,87,106
Solyc04g056390.3,5718,8069,5367,7150,8160,24645,6223,4846,6850,6488,5628,5118
