Gene,GAs1,GAs2,GAs3,GC1,GC2,GC3,UAs1,UAs2,UAs3,UC1,UC2,UC3
Solyc01g150126.1,125,80,115,10,287,528,6,6,30,16,2,1
Solyc05g008250.2,0,0,6,24,10,20,55,27,50,37,1,23
Solyc04g025375.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc06g052145.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc06g083160.1,0,0,0,0,0,0,13,0,0,1,0,0
Solyc09g074070.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc01g017130.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc03g007730.1,0,0,0,0,0,4,0,0,0,0,0,0
Solyc11g042580.1,8,6,0,4,0,0,0,0,0,0,0,0
Solyc07g055120.4,390,215,97,218,367,330,243,136,273,301,215,212
Solyc10g086565.2,262,108,160,132,158,232,98,60,62,99,14,56
Solyc10g006900.3,600,1069,1305,646,673,1136,14714,9876,6266,2891,736,2663
Solyc09g074190.2,0,0,0,0,0,0,0,0,0,0,0,0
Solyc03g096730.3,1619,2852,2036,1812,2306,2887,4261,3381,4634,4272,2546,3821
Solyc10g049370.2,0,0,0,0,0,0,0,0,0,0,0,0
Solyc07g019520.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc04g056270.4,681,1815,1948,607,349,467,185,182,339,815,376,828
Solyc06g075470.3,0,5,7,0,0,4,7,5,10,9,1,15
Solyc12g021150.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc01g009440.3,0,0,0,0,0,0,0,6,0,0,0,0
Solyc03g113740.4,455,498,266,342,338,493,348,182,275,251,246,347
Solyc11g006980.1,0,10,4,0,0,16,137,100,110,73,11,37
Solyc09g010930.4,4961,7634,6447,6217,6342,6999,16147,13740,10460,6425,4924,7143
Solyc10g050180.1,0,6,0,0,0,0,0,0,0,1,0,0
Solyc11g006860.2,287,362,140,277,416,388,377,182,209,278,138,227
Solyc09g091415.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc09g065920.3,1265,1639,1148,1790,1633,1770,1696,861,1021,929,926,1078
Solyc01g105387.1,0,29,29,0,0,0,0,4,0,0,5,16
Solyc07g055240.1,22,19,18,11,5,22,17,1,4,14,5,1
Solyc04g056520.1,45,3,15,18,16,19,23,22,10,20,25,39
Solyc01g101150.3,105,264,115,148,123,163,86,88,132,169,49,110
Solyc05g008370.2,2971,9747,5986,2674,2601,3477,4265,2518,2608,2410,818,1622
Solyc08g079055.1,0,6,3,0,0,0,17,3,2,9,0,8
Solyc04g008040.4,189,218,219,73,157,679,2008,1433,1494,1002,169,522
Solyc03g113860.2,165,253,227,224,304,297,47,48,66,24,19,35
Solyc11g069780.3,690,880,520,530,596,993,569,264,445,506,425,436
Solyc03g096850.4,17355,24217,21954,25517,23312,27933,26066,17738,17214,14197,12537,18673
Solyc01g009320.2,0,0,0,0,0,0,0,0,0,0,10,0
Solyc04g007700.3,896,1332,851,842,1017,1280,524,343,527,330,302,330
Solyc06g083280.2,28,5,8,32,15,16,11,24,28,32,12,17
Solyc10g150108.1,47,44,37,32,35,4,13,4,0,0,4,0
Solyc01g017250.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc06g054680.2,0,0,0,0,0,0,0,0,0,0,0,0
Solyc11g042460.2,1216,900,611,874,1166,1042,1027,456,546,806,1855,1373
Solyc02g036240.1,0,2,9,0,0,0,0,0,0,1,0,0
Solyc03g007850.1,52,50,31,70,79,35,10,5,10,7,16,16
Solyc07g026860.4,0,0,0,0,0,0,0,0,0,0,0,0
Solyc07g006420.1,259,469,567,194,283,327,18,17,31,365,848,782
Solyc01g005985.1,927,924,427,791,1050,1903,2932,2031,1474,3147,715,1925
Solyc06g007140.4,53,15,86,0,6,6,232,115,86,373,1,73
Solyc07g019640.1,0,0,0,0,0,0,1,0,0,0,0,0
Solyc04g007690.3,9,97,196,56,16,66,271,194,259,125,34,179
Solyc06g075600.3,19,10,27,12,8,41,217,114,269,66,20,59
Solyc02g036360.1,2573,3529,2066,2181,2182,2469,2705,2302,2052,1329,1190,1473
Solyc11g069540.3,21,6,17,0,1,48,364,299,511,511,74,300
Solyc09g074320.3,4494,5412,3037,4462,5285,4958,1280,829,1362,2727,2972,3008
Solyc08g074230.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc06g007380.1,1,1,0,6,0,0,0,4,0,0,8,4
Solyc12g013580.3,4000,4394,3548,4040,4146,5703,8498,5442,5349,2814,1261,2745
Solyc03g121310.2,6071,8331,4984,5677,6641,6368,3807,2626,3273,2309,2873,2754
Solyc03g113500.4,2217,2080,1717,1924,2428,2708,1258,1047,1504,1783,1375,1681
Solyc10g050060.2,3503,4245,5231,3633,3116,2724,704,511,678,1183,1028,1131
Solyc08g082040.4,1547,1429,1169,1464,957,1315,509,165,408,457,339,359
Solyc00g500325.1,4,5,0,13,2,13,1,10,6,2,1,7
Solyc01g008970.4,9102,10809,6590,7926,8172,10931,8458,6664,9159,14830,7285,10677
Solyc02g021800.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc01g108270.4,0,36,3,32,4,1,0,12,10,13,0,0
Solyc07g026740.1,31,43,4,0,11,32,27,19,20,31,10,16
Solyc05g007300.3,13,16,1,16,33,11,89,37,89,11,49,52
Solyc05g055180.3,1,2,0,15,0,30,0,0,0,0,0,0
Solyc07g006300.4,2272,4477,2405,4454,4351,4899,2279,1157,1261,2558,1110,2062
Solyc08g006020.4,42,54,14,5,96,448,65,25,47,23,65,19
Solyc06g150121.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc03g083510.4,43,63,12,5,24,32,210,162,138,267,51,134
Solyc12g049180.1,0,0,0,0,0,0,0,0,1,0,1,0
Solyc06g067910.3,8,52,48,1,6,65,171,78,211,103,24,57
Solyc05g008010.3,11701,12788,8003,12713,12956,13053,11904,7527,8919,7001,6603,5480
Solyc02g084130.4,82,248,190,117,18,46,28,28,33,64,15,17
Solyc06g054560.3,1828,2216,1426,1870,2297,2698,2305,1529,1796,2279,1327,2044
Solyc06g007260.1,69,122,76,104,173,122,88,71,96,65,54,54
Solyc01g009560.2,0,0,0,0,0,0,0,0,0,0,0,0
Solyc08g074350.3,28,29,15,21,32,40,16,4,23,26,5,7
Solyc04g008280.2,2634,2785,1760,3337,4210,3570,1624,914,1799,2116,2681,2235
Solyc03g121180.4,2529,1962,2318,2229,3336,6220,14712,6992,6685,14956,5633,10772
Solyc03g113620.3,3868,2881,3693,2873,3795,4227,4004,2482,3774,2025,1423,2043
Solyc11g061730.3,0,0,0,0,0,0,0,0,0,0,0,0
Solyc02g076910.3,0,0,0,10,1,4,0,0,0,0,0,0
Solyc11g070010.3,4,0,0,0,0,0,11,3,24,2,0,0
Solyc05g008130.4,991,1082,458,859,1248,1238,54,60,45,111,83,131
Solyc01g150100.1,1,3,0,0,0,0,0,0,0,0,0,0
Solyc09g055953.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc01g056620.4,687,729,438,663,915,924,318,232,291,359,386,371
Solyc03g007610.4,2761,3064,1739,2302,2905,3856,1766,1089,1407,1851,1936,2022
Solyc07g026620.4,4652,5795,3670,5460,6085,8066,4803,3428,4505,3027,2291,3434
Solyc03g119910.4,2,0,0,1,0,1,52,45,90,2,0,0
Solyc03g112910.3,5514,6280,4087,4469,6054,6172,3252,2100,3097,4770,4877,5210
Solyc01g108150.3,5549,6654,4283,5665,6710,8303,2366,1484,2355,2764,3248,3218
Solyc06g083040.3,2183,9231,5524,2103,2998,13474,4689,3961,3565,2367,1072,2559
Solyc02g036480.1,1816,5686,4791,3216,2070,1490,45,69,43,441,1007,813
Solyc09g074200.3,0,0,0,0,0,0,0,0,0,0,0,0
Solyc06g075590.4,4264,4415,2658,2822,3737,4454,3082,2113,3448,3561,3307,3423
Solyc12g049060.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc02g084250.4,6,14,6,16,6,0,2,0,0,8,15,4
Solyc10g018595.1,81,63,82,82,90,97,130,82,62,23,64,52
Solyc12g042180.1,7,44,66,32,26,22,130,147,131,134,23,177
Solyc07g055000.2,31,23,19,24,44,4,8,14,32,1,15,6
Solyc01g008850.3,14914,38740,6999,24261,16082,7091,7175,5258,7037,6448,12264,12413
Solyc06g054440.2,684,542,336,424,811,802,451,286,497,469,442,557
Solyc04g007570.2,1,0,0,0,0,0,0,0,0,0,0,0
Solyc08g006140.3,0,0,0,0,0,0,0,0,0,0,0,0
Solyc05g007420.2,125,127,157,10,33,81,304,229,409,261,67,162
Solyc07g006290.3,0,13,24,0,0,0,0,0,0,0,0,0
Solyc03g005555.1,0,0,8,0,1,0,0,0,0,0,0,0
Solyc06g070920.3,0,1,0,8,0,8,0,0,0,0,0,0
Solyc02g084490.1,2128,2977,1739,1576,1690,2408,1304,1136,1415,1791,952,1825
Solyc11g069290.2,3717,5402,3938,4149,4153,4358,2634,2022,2751,2264,2335,2542
Solyc05g015350.4,0,0,0,0,0,0,0,0,0,0,0,0
Solyc05g055310.3,6176,6111,5632,7553,7483,5174,12358,5908,9918,2571,7589,4464
Solyc07g055610.3,0,0,0,0,0,0,0,0,0,0,0,0
Solyc10g051020.2,17671,33832,11070,24034,27768,19322,2479,2712,3365,2683,9390,6790
Solyc03g096385.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc11g062070.3,2760,2702,2029,2055,2340,2638,2143,1576,1369,1919,1223,1707
Solyc03g116750.3,4890,5440,2994,4140,4824,4200,2132,1273,1977,2904,3428,3476
Solyc04g008650.4,282,151,104,108,231,532,536,575,587,1232,72,346
Solyc11g066900.2,2148,2496,1801,1862,2323,3178,1736,1211,1355,1601,620,1145
Solyc06g064673.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc03g044160.3,1175,2228,1215,2066,1808,2089,470,304,550,972,721,750
Solyc05g044460.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc06g060105.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc03g033320.4,760,1145,605,543,878,1028,590,447,666,467,363,451
Solyc08g066780.2,0,0,0,0,0,0,0,0,0,0,0,0
Solyc11g069300.2,3663,4253,2794,3531,4332,3667,1908,1092,1347,1438,1531,1613
Solyc03g116630.3,279,553,211,85,224,272,842,439,2106,767,2157,2478
Solyc12g008420.3,1333,1417,1219,1336,1625,2331,968,499,1208,1085,994,1117
Solyc09g098260.3,1207,1040,619,697,844,1095,1020,667,818,949,620,794
Solyc01g012700.4,0,0,0,0,0,0,0,0,0,0,0,1
Solyc01g105610.1,0,0,19,4,0,26,4,1,0,6,3,1
Solyc11g030560.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc06g150123.1,1,0,3,0,0,0,0,1,0,0,0,0
Solyc11g069170.2,940,746,489,850,1184,1150,717,368,513,556,528,534
Solyc11g062190.2,14145,15628,8264,10826,13591,12532,12336,7713,7131,9533,8231,8894
Solyc06g051040.4,14,17,24,53,30,29,32,47,28,24,24,27
Solyc05g015230.1,0,6,0,0,0,0,0,0,0,0,0,0
Solyc02g150115.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc03g112050.4,14877,17592,10724,12916,14513,15554,12409,6680,12918,10376,12395,11119
Solyc04g040020.1,2,4,6,0,0,18,4,9,6,4,0,5
Solyc11g010735.1,0,0,0,0,0,0,0,0,0,0,4,0
Solyc10g062210.1,0,1,1,0,0,4,0,0,0,0,0,0
Solyc09g098140.4,1333,2141,969,1636,1985,1718,900,709,708,730,990,737
Solyc02g084370.2,0,23,3,56,0,43,138,98,124,289,28,79
Solyc01g105360.3,966,3715,1518,987,1862,5270,752,510,639,668,699,914
Solyc11g069420.2,6,1,38,0,0,45,398,284,519,227,76,191
Solyc12g041960.2,0,1,0,0,0,10,54,99,105,5,11,72
Solyc01g012690.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc05g015470.1,5195,5245,3364,5556,5822,4971,5221,3911,5706,4008,6137,5138
Solyc08g005920.3,489,651,365,576,645,646,748,432,610,517,663,542
Solyc01g105730.1,0,0,0,1,0,0,0,0,0,0,0,0
Solyc11g069050.2,3947,5031,2960,4284,4935,4522,2583,1802,3165,2831,5979,5495
Solyc09g098510.3,106,278,489,14,63,24,1119,1107,1710,2698,1576,3244
Solyc04g008770.3,571,703,332,562,547,481,464,186,265,230,397,329
Solyc08g066660.1,31,33,29,43,70,76,129,130,228,231,101,155
Solyc01g080170.3,1259,1191,674,1256,1540,1439,683,498,750,882,874,915
Solyc11g066890.1,2212,2489,1515,2390,3869,3090,2158,1482,2356,3488,1080,1859
Solyc10g051140.3,319,419,374,266,284,617,53,27,45,105,53,71
Solyc05g055430.4,2054,2653,2039,2004,2386,2477,2020,1797,1690,1410,1292,1407
Solyc10g005940.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc03g033560.3,4002,4034,2629,3044,3574,4248,2939,1690,2337,2361,2241,2544
Solyc02g084740.4,283,757,390,561,611,1020,480,333,1466,1131,1456,1632
Solyc08g066420.1,121,250,224,52,80,46,799,382,238,415,591,504
Solyc04g008410.3,255,202,158,135,175,223,76,83,115,185,75,129
Solyc02g087140.3,998,1184,783,1075,1279,1523,793,539,798,848,974,757
Solyc12g062530.3,0,0,0,0,0,0,0,0,0,0,0,0
Solyc07g055970.1,1,0,0,0,0,4,4,6,0,6,0,0
Solyc11g011050.2,80,211,259,27,32,24,212,120,295,149,139,237
Solyc07g055360.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc10g081840.3,126,111,72,88,186,248,48,17,84,57,73,88
Solyc11g066650.3,417,505,198,294,295,442,588,249,298,295,212,297
Solyc12g042705.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc03g006043.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc08g005790.3,0,5,0,0,1,0,3,1,1,3,0,4
Solyc11g042857.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc01g080290.3,335,338,189,227,237,476,419,217,357,513,128,183
Solyc02g087020.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc05g017793.1,0,0,0,0,1,0,0,0,0,0,0,0
Solyc01g102960.3,1,2,21,0,89,68,49,31,222,53,41,43
Solyc05g055550.3,2864,3892,3458,4093,3519,4567,3401,2505,2157,804,680,983
Solyc07g055480.2,0,0,0,0,1,0,0,0,0,0,0,0
Solyc12g008780.2,1328,1198,483,975,1351,1584,1139,745,1063,1187,1503,1307
Solyc01g101030.4,142,118,112,158,171,162,453,298,352,413,179,357
Solyc08g062060.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc07g150117.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc05g024385.1,0,0,0,0,0,0,1,0,0,0,0,0
Solyc10g038187.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc12g089385.1,91,160,84,22,36,47,335,90,260,156,62,159
Solyc03g044530.1,0,0,4,0,0,0,37,6,6,20,1,0
Solyc08g066540.3,1925,2382,1481,3145,2464,3067,2443,1578,1697,1275,988,1297
Solyc12g062650.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc01g080300.4,723,797,580,477,628,690,599,576,716,755,345,736
Solyc04g008530.2,0,0,0,0,0,0,0,0,0,0,0,0
Solyc03g150109.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc11g066770.3,1616,2545,1395,1374,1702,1701,672,537,523,1437,954,1375
Solyc01g066612.1,0,0,0,0,0,0,0,0,0,0,1,0
Solyc10g082061.1,0,0,1,11,0,0,0,0,4,0,0,1
Solyc08g062180.3,141,254,205,182,114,342,139,60,184,145,281,241
Solyc12g005990.2,840,606,419,653,970,1205,521,310,747,787,876,922
Solyc03g033440.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc03g113980.3,1107,4661,3053,1978,908,565,36,15,92,170,89,163
Solyc02g084620.3,1268,1139,916,1025,889,1594,1084,749,994,1160,888,1135
Solyc02g093775.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc12g042695.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc06g062370.4,1,131,64,0,20,1262,248,248,278,277,4,44
Solyc03g080110.3,0,0,4,0,0,0,4,21,20,24,0,0
Solyc01g088620.3,55,83,38,51,57,82,322,200,189,176,51,103
Solyc06g051160.4,930,1230,730,857,1139,1175,985,638,740,483,620,524
Solyc08g005800.4,2826,7774,7024,1763,1666,3342,6223,3699,3851,4045,2472,4174
Solyc03g116510.1,51,100,177,20,46,59,27,35,12,56,45,18
Solyc04g051350.3,1309,1443,1041,1492,1588,2070,1402,613,944,870,983,1056
Solyc04g080460.3,2577,3689,2171,2611,2661,3414,1317,1199,1911,1841,1214,1636
Solyc04g040140.2,0,0,0,0,0,0,0,0,0,0,0,4
Solyc02g065110.3,1299,1182,682,1206,1259,1386,1439,892,1357,1602,1144,1562
Solyc08g062800.3,7185,9874,4970,6985,7816,8649,7371,4411,4930,5171,4107,4851
Solyc06g059730.3,8,22,46,0,0,25,100,49,94,28,61,20
Solyc10g007000.3,450,725,366,645,594,651,179,66,93,313,410,448
Solyc08g083000.2,0,0,0,0,0,0,0,0,0,1,4,0
Solyc12g089145.1,46,31,16,8,3,33,16,2,1,7,6,24
Solyc03g116140.3,1708,2065,1012,1448,1868,1700,1266,707,990,994,998,1081
Solyc05g055920.4,0,0,0,0,0,0,0,0,0,0,0,0
Solyc05g052880.4,6,16,68,0,0,0,22,4,11,2,5,0
Solyc00g052540.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc01g102590.3,3771,2931,1570,2556,3631,3555,4382,2316,2455,1970,1946,1782
Solyc08g029130.3,2132,2792,1734,2282,2475,2680,1055,682,987,1408,1134,1332
Solyc10g083140.1,78,31,70,129,80,231,629,225,307,476,131,211
Solyc00g500196.1,0,1,0,1,7,0,14,2,3,3,6,7
Solyc12g005870.3,1602,1799,1205,1045,1452,1695,689,480,763,901,589,958
Solyc06g062620.2,76,48,48,48,110,60,38,18,8,13,7,9
Solyc08g066050.3,5,46,3,12,0,28,447,306,378,361,29,145
Solyc02g081830.4,639,957,616,669,634,460,368,306,295,271,424,381
Solyc03g112540.4,100,233,276,5,16,32,257,104,184,82,100,70
Solyc04g080580.3,3108,2638,1411,2583,3038,3518,877,686,894,881,804,942
Solyc06g082357.1,0,0,0,0,4,0,0,7,0,0,0,0
Solyc07g066430.3,4516,5552,3885,3685,3794,3574,15015,11498,8838,4623,4038,5797
Solyc02g065230.3,64,147,112,572,148,76,226,229,218,351,205,277
Solyc02g092790.3,5966,18108,13300,4578,965,1444,5731,4302,4192,7859,2439,4293
Solyc06g059850.2,0,12,0,0,0,5,16,5,26,10,9,32
Solyc05g052760.4,4826,7151,5502,6440,7259,6978,2956,1629,2783,3010,3008,3251
Solyc06g062490.3,25,96,94,4,24,144,236,44,110,92,60,53
Solyc10g005690.3,143,130,123,147,186,490,579,364,450,642,303,430
Solyc03g083991.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc11g010245.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc08g081690.3,761,950,748,328,390,529,1732,1159,1985,1651,2622,3164
Solyc09g018030.4,224,470,347,312,309,352,110,100,175,287,233,159
Solyc02g093285.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc10g081600.2,1604,1633,1159,1563,1859,2483,1096,836,1294,1519,1087,1204
Solyc08g066290.3,257,162,82,222,196,247,62,49,54,75,72,77
Solyc01g102470.2,488,498,244,251,346,484,152,144,146,208,80,133
Solyc04g051230.3,0,0,0,0,0,0,0,0,0,0,0,0
Solyc05g055790.4,1113,1532,992,1077,1006,1743,2680,2055,3080,2788,2948,3491
Solyc10g081720.2,1325,2640,1774,1567,1652,3342,4884,2734,3788,5956,2351,4236
Solyc12g094410.3,86,59,140,34,10,51,35,2,47,25,28,28
Solyc08g061843.1,14514,14157,7189,11037,12588,12513,13194,7547,7681,5898,7820,6837
Solyc00g500076.1,0,1,0,0,1,0,0,0,0,5,0,0
Solyc08g081700.1,187,357,191,265,307,227,439,238,332,613,1770,1141
Solyc09g018150.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc01g016910.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc12g005750.1,12,1,0,14,12,4,177,164,288,145,321,361
Solyc01g088740.4,1575,2298,1409,1285,1441,1754,889,440,952,1165,1168,1023
Solyc02g065350.3,216,531,364,403,326,547,168,156,147,94,33,50
Solyc12g040644.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc05g055040.3,847,1300,850,842,1105,925,532,386,503,571,593,702
Solyc11g022380.3,1684,2477,1663,2053,2517,2563,806,678,1074,1208,1107,1193
Solyc03g116380.4,3143,2984,1245,1619,2171,2446,1197,697,629,558,705,686
Solyc06g059970.4,1,20,9,9,6,0,26,18,6,236,0,19
Solyc08g066300.3,0,0,0,0,0,0,0,0,0,0,0,0
Solyc04g050403.1,2,0,2,0,0,3,0,1,0,0,0,0
Solyc09g065180.3,19861,33341,28060,25081,20546,21745,98491,83927,76288,33773,23461,44568
Solyc03g033930.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc03g116020.3,2247,2508,1297,1985,1990,2027,2140,1189,1468,856,1135,956
Solyc06g062500.4,3586,4175,1869,2935,3259,3513,4154,2253,2534,2168,1884,1965
Solyc01g102840.3,1140,2211,3454,1305,1014,720,133,134,283,349,343,392
Solyc08g083120.3,12571,15919,7488,8853,9246,10057,28367,18459,13892,8327,7031,7919
Solyc03g112420.3,193,331,225,283,169,191,111,112,43,108,61,52
Solyc07g066310.3,161247,239020,205169,212463,213225,192883,412967,299783,377034,218245,236982,306758
Solyc05g015840.3,2985,5943,5505,3470,2157,1668,1623,666,1121,2061,966,1525
Solyc05g047470.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc02g092670.1,1447,5106,5905,1761,1474,2397,3404,2385,2350,6261,3162,5866
Solyc08g062670.3,1260,1168,801,1144,1251,2078,1265,769,1383,1157,1194,1238
Solyc10g062080.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc08g081820.4,24,37,8,54,4,89,19,0,0,10,1,0
Solyc10g005820.3,170,312,128,175,192,249,137,147,182,114,100,138
Solyc02g092550.3,85,125,87,27,20,46,428,210,229,131,144,272
Solyc02g065470.1,154,757,372,315,227,603,766,503,603,842,421,544
Solyc02g038819.1,1066,1404,758,1216,1231,1354,640,407,573,582,651,645
Solyc09g073000.3,4925,5215,2420,2811,3797,3635,3018,1866,1585,1636,2004,1813
Solyc03g044410.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc02g085725.1,61,102,93,151,143,218,30,36,57,42,48,55
Solyc10g061887.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc06g062860.4,1989,2533,1705,1747,1911,2542,903,548,1094,1150,1435,1303
Solyc05g150133.1,0,0,0,0,0,1,0,0,0,0,0,0
Solyc03g112170.1,0,0,0,0,0,0,0,4,0,0,0,0
Solyc01g105850.3,3,35,24,12,10,82,318,42,197,80,50,82
Solyc04g080710.4,182,123,142,9,64,133,1004,661,1005,518,492,592
Solyc08g083360.3,8762,14974,15345,11995,10896,19377,35530,29634,26307,11951,7871,16477
Solyc09g074930.3,266,87,125,80,161,224,650,428,735,1111,162,354
Solyc04g079020.4,0,0,0,0,0,0,0,0,0,0,0,0
Solyc12g008660.1,168,83,73,143,226,453,123,19,146,81,28,45
Solyc05g015600.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc12g005630.2,51945,71653,68278,55724,53380,54218,130798,94335,127256,69113,66992,92828
Solyc07g055850.4,1118,1122,508,1326,1619,1337,572,312,583,573,462,447
Solyc04g080830.4,782,543,529,521,799,884,916,752,684,594,172,516
Solyc08g083240.3,126,44,49,73,57,170,451,223,413,757,14,212
Solyc11g020213.1,1,6,14,15,0,6,0,0,0,5,2,4
Solyc05g015590.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc10g051260.3,0,0,0,0,0,0,0,0,0,0,0,0
Solyc11g056680.1,0,4,2,8,0,0,983,850,1395,996,65,352
Solyc03g033680.1,33,8,14,1,0,18,119,31,36,19,13,13
Solyc05g040010.3,0,0,0,0,0,0,0,0,0,0,0,0
Solyc02g065590.3,136,186,195,127,116,174,502,210,322,531,437,690
Solyc04g008890.3,898,1044,489,665,921,982,876,673,675,411,531,522
Solyc10g081470.2,4314,6637,5787,4515,4366,5276,4863,4425,4595,2992,1967,3022
Solyc12g094530.1,0,8,1,6,0,0,0,0,0,0,1,0
Solyc02g084860.1,0,0,4,0,0,1,0,0,0,8,0,8
Solyc10g007240.3,0,0,0,0,0,1,0,0,0,3,0,0
Solyc12g062900.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc01g105970.3,5388,7666,5692,5459,5861,7013,3075,2027,2930,2617,3185,2781
Solyc01g080050.4,4,0,0,0,0,4,52,37,28,77,0,5
Solyc10g049980.1,47,35,16,28,32,106,30,38,14,18,12,10
Solyc03g112300.3,1382,1948,2378,1342,1219,1056,364,203,601,458,951,894
Solyc01g010785.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc01g102720.3,105,173,216,203,209,435,579,301,350,445,61,314
Solyc12g008540.2,33,84,52,84,60,74,24,26,55,52,75,102
Solyc01g033990.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc05g015720.2,288,340,348,223,218,507,357,156,257,256,232,175
Solyc06g062740.2,0,1,0,1,0,0,0,0,1,0,0,4
Solyc03g116260.3,4,6,0,0,0,12,52,13,50,25,1,8
Solyc10g005700.3,1744,2098,1102,1582,1722,2156,1505,1005,1724,2331,1760,2411
Solyc02g092430.1,8084,7800,3632,4564,4995,5442,13103,7979,5448,3332,2737,2827
Solyc07g051880.1,1,6,2,0,0,1,12,0,1,11,1,2
Solyc07g066550.4,196,177,110,227,168,58,15,9,57,35,38,76
Solyc08g062430.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc03g112290.2,1979,2748,1591,2650,3186,3017,1857,1262,1973,1193,1846,1658
Solyc09g065310.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc09g009970.3,119,134,194,35,113,376,682,512,648,632,181,377
Solyc12g094650.3,5381,9267,7581,8387,7151,4938,410,289,585,2811,3934,4095
Solyc10g081590.2,1011,943,580,624,691,547,647,486,377,282,243,292
Solyc02g084980.3,162,1109,320,289,197,206,331,88,574,96,138,92
Solyc03g044280.3,0,0,0,0,0,0,0,0,0,0,0,0
Solyc10g007120.4,6013,4826,4904,6601,6685,7283,5725,4014,3279,2558,1659,3043
Solyc04g008900.4,103,115,48,41,62,166,13,8,25,73,18,45
Solyc08g066170.3,0,6,0,8,0,6,3,0,0,0,3,0
Solyc08g081940.3,840,830,869,1119,1439,2799,3981,2341,2943,1923,515,1306
Solyc02g081950.4,850,1346,795,1296,1202,1027,910,659,962,825,879,973
Solyc12g005510.3,0,0,0,0,0,0,0,0,0,0,0,0
Solyc09g090060.3,1746,1651,1179,1920,2473,1763,1390,610,1822,1789,3071,2515
Solyc07g055730.4,3,1,0,2,0,6,53,26,30,19,7,16
Solyc10g054520.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc02g087990.4,1,0,0,0,0,0,6,1,1,0,6,4
Solyc05g052270.3,403,417,274,477,495,704,2059,1134,2299,2482,2289,2327
Solyc02g065720.3,1221,1690,1021,1559,1449,1454,586,375,612,822,1001,883
Solyc07g032130.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc08g007580.4,312,238,239,188,243,401,641,562,413,241,151,165
Solyc07g022890.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc10g085810.2,3174,4702,4979,3335,2743,1714,1159,711,1198,1235,1891,1535
Solyc03g059190.4,22,24,46,6,0,34,92,38,89,68,20,18
Solyc07g047823.1,160,189,129,298,169,250,146,80,79,127,164,126
Solyc07g063420.3,290,306,165,464,406,231,7,62,60,16,122,159
Solyc08g013850.1,405,488,307,285,202,467,275,292,296,277,21,168
